,mispellings,actual word
1115,influenced,influented
1116,influential,influencial
1117,information,infomation
1118,ingredients,ingreediants
1119,inhabitant,habitant
1120,inhabitants,habitants
1121,initiation,initation
1122,innocence,inocence
1123,insistence,insistance
1124,instance,instatance
1125,instead,instade
1126,institution,insitution
1127,institutions,insitutions
1128,integrated,intergrated
1129,integration,intergration
1130,intellectual,intelectual
1131,intelligence,inteligence
1132,intelligent,inteligent
1133,interbreed,interbread
1134,interchangeably,interchangably
1135,interest,intrest
1136,international,internation
1137,interpret,interpet
1138,interregnum,interrugum
1139,interrelated,interelated
1140,interrupt,interupt
1141,into,inot
1142,introduce,inctroduce
1143,introduced,inctroduced
1144,intuitive,intutive
1145,intuitively,intutively
1146,inventor,inventer
1147,invertebrates,invertibrates
1148,involvement,involvment
1149,ironically,ironicly
1150,irrelevant,irelevent
1151,irresistible,iresistable
1152,irresistible,iresistible
1153,irresistible,irresistable
1154,irresistibly,iresistably
1155,irresistibly,iresistibly
1156,irresistibly,irresistably
1157,irritable,iritable
1158,irritated,iritated
1159,isn't,isnt
1160,jeopardy,jeapardy
1161,journeys,journies
1162,judicial,judical
1163,judiciary,judisuary
1164,just,jstu
1165,just,jsut
1166,kindergarten,kindergarden
1167,know,knwo
1168,know,konw
1169,know,kwno
1170,know,nkow
1171,know,nkwo
1172,knowledge,knowlege
1173,knowledgeable,knowledgable
1174,knowledgeable,knowlegeable
1175,knows,knwos
1176,knows,konws
1177,laboratory,labratory
1178,laid,layed
1179,language,laguage
1180,languages,laguages
1181,larvae,lavae
1182,last,lsat
1183,lavatory,labatory
1184,life,lief
1185,learn,leanr
1186,learn,leran
1187,learns,lerans
1188,led,leaded
1189,legitimate,legitamate
1190,leisure,liesure
1191,length,lenght
1192,level,levle
1193,levitate,levetate
1194,levitated,levetated
1195,levitates,levetates
1196,levitating,levetating
1197,libel,lible
1198,libel,libell
1199,library,libary
1200,license,lisence
1201,license,lisense
1202,licensed,licenced
1203,licensing,licencing
1204,lieutenant,leutenant
1205,light_year,lightyear
1206,light_year,lightyears
1207,like,liek
1208,like,liuke
1209,liked,liekd
1210,likelihood,likelyhood
1211,linguistic,libguistic
1212,linguistics,libguistics
1213,liquefy,liquify
1214,literature,litature
1215,literature,literture
1216,little,littel
1217,lively,livley
1218,loneliness,lonelyness
1219,lonely,lonley
1220,only,lonly
1221,losing,loosing
1222,love,loev
1223,love,lveo
1224,love,lvoe
1225,lying,lieing
1226,marked,maked
1227,magnolia,magolia
1228,maintenance,maintainance
1229,maintenance,maintainence
1230,maintenance,maintance
1231,maintenance,maintenence
1232,majority,marjority
1233,make,amke
1234,make,mkae
1235,make,mkea
1236,makes,makse
1237,makes,mkaes
1238,making,amking
1239,making,mkaing
1240,mammal,mamal
1241,mammalian,mamalian
1242,management,managment
1243,manoeuvre,manouver
1244,manoeuvre,manuever
1245,manoeuvrability,manoeuverability
1246,manoeuvrability,manouverability
1247,manoeuvrable,manouverable
1248,manoeuvres,manouvers
1249,manoeuvres,manuevers
1250,manufacture,manufature
1251,manufactured,manufatured
1252,manufacturing,manufaturing
1253,wear,mear
1254,marketing,marketting
1255,marriage,marrage
1256,marriage,marraige
1257,married,marryied
1258,mass_media,massmedia
1259,mathematician,mathmatician
1260,mathematicians,matheticians
1261,mathematicians,mathmaticians
1262,mathematics,mathamatics
1263,medieval,medeival
1264,medicine,medacine
1265,member,memeber
1266,mentioned,maintioned
1267,messenger,messanger
1268,metallic,metalic
1269,metallurgic,metalurgic
1270,metallurgical,metalurgical
1271,metallurgy,metalurgy
1272,metamorphosis,metamorphysis
1273,midwives,midwifes
1274,milieu,mileau
1275,milieu,mileu
1276,military,millitary
1277,millennium,milennium
1278,millennium,millenium
1279,millipede,millepede
1280,miniature,minature
1281,ministry,ministery
1282,minuscule,miniscule
1283,miscellaneous,miscelaneous
1284,miscellaneous,miscellanious
1285,miscellaneous,miscellanous
1286,mischievous,mischeivous
1287,mischievous,mischevious
1288,mischievous,mischievious
1289,misdemeanour,misdameanor
1290,misdemeanour,misdemenor
1291,misdemeanours,misdameanors
1292,misdemeanours,misdemenors
1293,misogynist,mysogynist
1294,misogyny,mysogyny
1295,missile,missle
1296,missile,misile
1297,misspelling,mispelling
1298,mizzen,missen
1299,model,modle
1300,moment,moent
1301,monasteries,monestaries
1302,monetary,monestary
1303,money,moeny
1304,monolithic,monolite
1305,more,mroe
1306,more,omre
1307,mortgage,morgage
1308,motivated,motiviated
1309,movie,movei
1310,mucous,mucuous
1311,municipalities,muncipalities
1312,municipality,muncipality
1313,murder,muder
1314,murdering,mudering
1315,mussels,muscels
1316,myriad,myraid
1317,myself,mysef
1318,mysterious,misterious
1319,mysterious,misteryous
1320,mysterious,mysterous
1321,mystery,mistery
1322,natural,naturual
1323,naturally,naturaly
1324,naturally,naturely
1325,naturally,naturually
1326,necessarily,neccesarily
1327,necessarily,neccessarily
1328,necessarily,necesarily
1329,necessarily,nessasarily
1330,necessary,neccesary
1331,necessary,neccessary
1332,necessary,necesary
1333,need,ened
1334,negligible,neglible
1335,negligible,negligable
1336,negotiate,negociate
1337,negotiation,negociation
1338,negotiation,negotation
1339,neighbour,neigbour
1340,neighbouring,neigbouring
1341,neighbours,neigbours
1342,next,enxt
1343,niece,neice
1344,nickel,nickle
1345,nineteenth,ninteenth
1346,ninety,ninty
1347,ninth,nineth
1348,one,noone
1349,north,noth
1350,northeastern,northereastern
1351,northern,northen
1352,northern,nothern
1353,not,nto
1354,note,onot
1355,notable,noteable
1356,notably,noteably
1357,noticeable,noticable
1358,noticeable,noticible
1359,noticing,noticeing
1360,notoriety,noteriety
1361,nouveau,noveau
1362,nuclear,nucular
1363,nuclear,nuculear
1364,nuisance,nuisanse
1365,nuisance,nusance
1366,nutrient,nutritent
1367,nutrients,nutritents
1368,obedience,obediance
1369,obedient,obediant
1370,obstacle,obstacal
1371,occasion,ocasion
1372,occasion,ocassion
1373,occasion,occassion
1374,occasional,ocasional
1375,occasional,ocassional
1376,occasional,occassional
1377,occasionally,ocasionally
1378,occasionally,ocasionaly
1379,occasionally,ocassionally
1380,occasionally,occassionally
1381,occasionally,occassionaly
1382,occasioned,ocasioned
1383,occasioned,ocassioned
1384,occasioned,occassioned
1385,occasions,ocasions
1386,occasions,ocassions
1387,occasions,occassions
1388,occur,occurr
1389,occur,ocurr
1390,occurred,occured
1391,occurred,ocurred
1392,occurrence,occurance
1393,occurrence,occurence
1394,occurrence,occurrance
1395,occurrence,ocurrance
1396,occurrence,ocurrence
1397,occurrences,occurances
1398,occurrences,occurences
1399,occurrences,occurrances
1400,occurring,occuring
1401,octahedral,octohedral
1402,octahedron,octohedron
1403,official,offical
1404,officially,offically
1405,officially,officaly
1406,officially,officialy
1407,omission,omision
1408,omission,ommision
1409,omitted,omited
1410,omitted,ommited
1411,omitted,ommitted
1412,omitting,omiting
1413,omitting,ommiting
1414,omitting,ommitting
1415,omnivorous,omniverous
1416,omnivorously,omniverously
1417,only,onyl
1418,ophthalmic,opthalmic
1419,ophthalmologist,opthalmologist
1420,ophthalmologist,opthamologist
1421,ophthalmology,opthalmology
1422,opinion,oppinion
1423,opponent,oponent
1424,opportunity,oportunity
1425,opposite,oposite
1426,opposition,oposition
1427,oppression,opression
1428,oppressive,opressive
1429,optimism,optomism
1430,really,erally
1431,origin,orgin
1432,organism,organim
1433,original,origional
1434,originally,originaly
1435,originally,originnally
1436,originally,orignally
1437,other,otehr
1438,overshadowed,overshaddowed
1439,overwhelming,overwelming
1440,oxygen,oxigen
1441,oxymoron,oximoron
1442,paid,paide
1443,paid,payed
1444,place,palce
1445,pamphlet,pamplet
1446,pantomime,pantomine
1447,parakeets,parrakeets
1448,parallel,paralel
1449,parallel,paralell
1450,parallel,parralel
1451,parallel,parrallel
1452,parallel,parrallell
1453,paraphernalia,paraphenalia
1454,parenthesis,paranthesis
1455,parliamentarian,paliamentarian
1456,particular,parituclar
1457,particularly,particularily
1458,passed,pased
1459,pastime,pasttime
1460,pastoral,pastural
1461,patented,pattented
1462,peculiar,peculure
1463,pejorative,perjorative
1464,penalty,penatly
1465,peninsula,penninsula
1466,peninsular,penninsular
1467,peninsula,pennisula
1468,people,peopel
1469,perceived,percepted
1470,perceived,percieved
1471,performance,performence
1472,performs,performes
1473,perhaps,perhasp
1474,perhaps,perheaps
1475,perhaps,perhpas
1476,purpose,perphas
1477,peripatetic,peripathetic
1478,perjury,perjery
1479,permanent,permenant
1480,permissible,permissable
1481,permission,premission
1482,perpendicular,perpindicular
1483,persistence,persistance
1484,persistent,persistant
1485,personnel,personel
1486,personnel,personell
1487,personnel,personnell
1488,persuade,pursuade
1489,persuaded,pursuaded
1490,persuades,pursuades
1491,persuading,pususading
1492,perturbation,pertubation
1493,perturbations,pertubations
1494,petition,petetion
1495,phenomena,phenonmena
1496,phenomenal,phenomenonal
1497,phenomenally,phenomenonly
1498,phenomenon,phenomonenon
1499,pheromone,feromone
1500,philosopher,philisopher
1501,philosophical,philisophical
1502,philosophy,philisophy
1503,phonetic,fonetic
1504,phonograph,phongraph
1505,piece,peice
1506,pilgrimage,pilgrimmage
1507,pilgrimages,pilgrimmages
1508,pineapple,pinapple
1509,pineapple,pinnaple
1510,pitch,pich
1511,plaintiff,plantiff
1512,planned,planed
1513,playwright,playwrite
1514,playwrights,playwrites
1515,pleasant,plesant
1516,poem,peom
1517,poems,peoms
1518,poetry,peotry
1519,program,progrom
1520,programs,progroms
1521,poison,poisin
1522,pollinator,polinator
1523,pollute,polute
1524,polluted,poluted
1525,pollutes,polutes
1526,polluting,poluting
1527,pollution,polution
1528,pomegranate,pomegranite
1529,popularity,popularaty
1530,portrayed,protrayed
1531,positron,positon
1532,position,possition
1533,position,postion
1534,possess,posess
1535,possessed,posessed
1536,possesses,posesses
1537,possesses,posseses
1538,possessing,posessing
1539,possessing,possesing
1540,possession,posession
1541,possession,possesion
1542,possibility,possibilty
1543,possible,possable
1544,possibly,possably
1545,power,pwoer
1546,powerful,powerfull
1547,practical,practial
1548,practically,practially
1549,practically,practicaly
1550,practically,practicly
1551,practitioner,practicioner
1552,practitioners,practicioners
1553,prairie,prairy
1554,preamble,preample
1555,precede,preceed
1556,preceded,preceeded
1557,precedes,preceeds
1558,preceding,preceeding
1559,precursor,precurser
1560,predecessor,precedessor
1561,prominently,prominately
1562,preferably,preferrably
1563,preferred,prefered
1564,preferring,prefering
1565,pregnancies,pregancies
1566,premiere,premeire
1567,premiered,premeired
1568,preparation,prepartion
1569,prepare,prepair
1570,prerogative,perogative
1571,presence,presense
1572,presidential,presidental
1573,prestigious,prestigeous
1574,prestigious,prestigous
1575,presumably,presumibly
1576,prevalent,prevelant
1577,previous,previvous
1578,primitive,primative
1579,primitively,primatively
1580,primitives,primatives
1581,primordial,primordal
1582,principal,pricipal
1583,principle,priciple
1584,privilege,privelege
1585,privilege,privelige
1586,privilege,privilage
1587,privilege,priviledge
1588,privilege,privledge
1589,privileged,priveleged
1590,privileged,priveliged
1591,privileges,priveledges
1592,privileges,priveleges
1593,privileges,priveliges
1594,privileges,priviledges
1595,protein,protem
1596,probability,probalibity
1597,probably,probablly
1598,probably,probaly
1599,problem,probelm
1600,procedure,procedger
1601,procedure,proceedure
1602,proceed,procede
1603,proceeded,proceded
1604,proceeding,proceding
1605,proceedings,procedings
1606,process,proccess
1607,processing,proccessing
1608,proclaimed,proclamed
1609,proclaiming,proclaming
1610,proclamation,proclomation
1611,profusion,profesion
1612,profession,proffesion
1613,professor,profesor
1614,professor,proffesor
1615,programmable,programable
1616,prohibition,prohabition
1617,prolegomena,prologomena
1618,prolific,profilic
1619,prominence,prominance
1620,prominent,prominant
1621,prominently,prominantly
1622,promiscuous,promiscous
1623,pronominal,pronomial
1624,pronunciation,pronounciation
1625,propaganda,propoganda
1626,propagate,propogate
1627,propagates,propogates
1628,propeller,propellor
1629,propellers,propellors
1630,proper,propper
1631,prophecy,prophacy
1632,proportions,propotions
1633,proprietary,propietary
1634,proprietary,proprietory
1635,proselytizing,proseletyzing
1636,protagonist,protaganist
1637,protagonists,protaganists
1638,protuberance,protruberance
1639,provided,provded
1640,pseudonym,pseudonyn
1641,pseudonymous,pseudononymous
1642,psychic,psyhic
1643,psychic,pyscic
1644,psychology,psycology
1645,publicly,publically
1646,pumpkin,pumkin
1647,purposely,purposedly
1648,pursue,persue
1649,pursuing,persuing
1650,pursuit,persuit
1651,putting,puting
1652,quantity,quantaty
1653,quantity,quantitiy
1654,quarantine,quarantaine
1655,quickly,quicklyu
1656,quite,qtuie
1657,quite,qutie
1658,quizzes,quizes
1659,rabbinical,rabinnical
1660,rarefied,rarified
1661,ratify,radify
1662,real,rela
1663,realized,relized
1664,really,raelly
1665,really,realy
1666,really,realyl
1667,really,relaly
1668,recall,reacll
1669,receded,receeded
1670,receding,receeding
1671,receipt,reciept
1672,receive,recieve
1673,received,recieved
1674,receiver,reciever
1675,receivers,recievers
1676,receives,recieves
1677,receiving,recieving
1678,recipient,recepient
1679,recipient,recipiant
1680,recipients,recepients
1681,recipients,recipiants
1682,recognize,recogize
1683,recommend,reccomend
1684,recommend,reccommend
1685,recommend,recomend
1686,recommended,reccomended
1687,recommended,reccommended
1688,recommended,recomended
1689,recommending,reccomending
1690,recommending,reccommending
1691,recommending,recomending
1692,recommends,recomends
1693,reconciliation,reconcilation
1694,reconnaissance,reconaissance
1695,reconnaissance,reconnaissence
1696,record,recrod
1697,recreational,recrational
1698,recurring,reccuring
1699,reevaluated,revaluated
1700,reference,referrence
1701,reference,refference
1702,referral,referal
1703,referred,refered
1704,referred,reffered
1705,referring,refering
1706,refers,referrs
1707,refrigerator,refridgerator
1708,refusal,refusla
1709,regardless,irregardless
1710,regular,regluar
1711,regularly,reguarly
1712,regularly,regularily
1713,rehearsal,rehersal
1714,relationship,relatiopnship
1715,relatively,relativly
1716,relevance,relevence
1717,relevant,relevent
1718,relieve,releive
1719,relieved,releived
1720,religious,religeous
1721,religious,religous
1722,remember,remeber
1723,remembrance,rememberance
1724,remembrance,remembrence
1725,reminiscent,reminescent
1726,remnant,reminent
1727,renown,reknown
1728,renowned,reknowned
1729,repetition,repatition
1730,repentance,repentence
1731,repentant,repentent
1732,repetition,repetion
1733,representative,representive
1734,representatives,representives
1735,required,recquired
1736,resemblance,resemblence
1737,resemblance,ressemblance
1738,resemblance,ressemblence
1739,resemble,ressemble
1740,resembled,ressembled
1741,resembling,ressembling
1742,reside,recide
1743,resided,recided
1744,resident,recident
1745,residents,recidents
1746,residing,reciding
1747,resistance,resistence
1748,resistant,resistent
1749,resistible,resistable
1750,response,reponse
1751,response,responce
1752,responsibility,responnsibilty
1753,responsible,reponsible
1754,restaurant,restaraunt
1755,restaurant,resteraunt
1756,restraint,restraunt
1757,restaurants,restaraunts
1758,restaurants,resteraunts
1759,restoration,restauration
1760,resurrecting,resurecting
1761,resurrection,ressurection
1762,retaliated,retalitated
1763,retaliation,retalitation
1764,reversible,reversable
1765,revolutionary,revolutionar
1766,rewrite,rewriet
1767,rhyme,rhymme
1768,rhythm,rhythem
1769,rhythm,rhythim
1770,rhythm,rythem
1771,rhythm,rythim
1772,rhythm,rythm
1773,ridiculous,rediculous
1774,rigour,rigeur
1775,rigorous,rigourous
1776,ringing,rininging
1777,rococo,rococco
1778,roommate,roomate
1779,roughly,rougly
1780,rule,rulle
1781,sacrifice,sacrafice
1782,safety,saftey
1783,salary,salery
1784,same,smae
1785,sandwich,sandwhich
1786,says,sasy
1787,satellite,satelite
1788,satellite,sattelite
1789,satellites,satelites
1790,satellites,sattelites
1791,story,sotyr
1792,says,syas
1793,scalable,scaleable
1794,schedule,schedual
1795,scholastic,scholarstic
1796,script,scirpt
1797,script,scripot
1798,scroll,scoll
1799,succeed,seceed
1800,succeeded,secceeded
1801,succeeded,seceeded
1802,secretary,secratary
1803,secretary,secretery
1804,size,sieze
1805,sized,siezed
1806,sizing,siezing
1807,seizure,siezure
1808,seizures,siezures
1809,sense,sence
1810,separate,seperate
1811,separated,seperated
1812,separately,seperately
1813,separates,seperates
1814,separating,seperating
1815,separation,seperation
1816,sepulchre,sepulchure
1817,sepulchre,sepulcre
1818,sergeant,sargant
1819,several,severeal
1820,severely,severley
1821,shadow,shaddow
1822,sheriff,sherif
1823,shining,shineing
1824,should,shoudl
1825,shouldn't,shoudln
1826,shouldn't,shouldnt
1827,show,sohw
1828,sidereal,sedereal
1829,sidereal,sideral
1830,siege,seige
1831,signatories,signitories
1832,signatory,signitory
1833,significantly,signifantly
1834,significantly,significently
1835,similar,similiar
1836,similar,simmilar
1837,similarity,similiarity
1838,similarly,similarily
1839,simpler,simplier
1840,simply,simpley
1841,simultaneous,simultanous
1842,since,sicne
1843,sines,sinse
1844,sincerely,sincerley
1845,singsong,singsog
1846,sneeze,snese
1847,soldiers,soliders
1848,soliloquy,soliliquy
1849,solitary,solatary
1850,some,smoe
1851,some,soem
1852,sophisticated,sophicated
1853,sophisticated,suphisticated
1854,sophomore,sophmore
1855,sound,soudn
1856,sounds,soudns
1857,soup,suop
1858,south,sourth
1859,southern,sourthern
1860,souvenir,souvenier
1861,souvenirs,souveniers
1862,sovereign,soverign
1863,sovereignty,sovereignity
1864,sovereignty,soverignity
1865,specialized,speciallized
1866,specify,specif
1867,specimen,speciman
1868,spectacular,spectauclar
1869,speech,speach
1870,spermatozoon,spermatozoan
1871,sponsor,sponser
1872,sponsored,sponzored
1873,spontaneous,spontanous
1874,spread,spreaded
1875,strata,strat
1876,statement,statment
1877,stop,stpo
1878,stories,storeis
1879,stories,storise
1880,story,sotry
1881,story,stopry
1882,story,stoyr
1883,strand,strnad
1884,strange,stange
1885,strategic,startegic
1886,strategies,startegies
1887,strategies,stradegies
1888,strategy,startegy
1889,strategy,stradegy
1890,strength,strenght
1891,strengthen,strenghen
1892,strengthen,strenghten
1893,strengthened,strenghened
1894,strengthened,strenghtened
1895,strengthening,strenghening
1896,strengthening,strenghtening
1897,strenuous,strenous
1898,strictest,strictist
1899,stringent,stingent
1900,strove,strived
1901,strongest,stornegst
1902,structure,stucture
1903,structured,stuctured
1904,stubbornness,stubborness
1905,study,studdy
1906,stylus,stilus
1907,subpoena,sepina
1908,subsidiary,subsidary
1909,subsidiary,subsiduary
1910,substance,substace
1911,substantial,substatial
1912,subterranean,subterranian
1913,subtract,substract
1914,subtracted,substracted
1915,subtracting,substracting
1916,subtraction,substraction
1917,subtracts,substracts
1918,succeed,suceed
1919,succeeded,suceeded
1920,succeeding,suceeding
1921,succeeds,suceeds
1922,success,sucess
1923,successes,sucesses
1924,successful,succesful
1925,successful,successfull
1926,successful,sucesful
1927,successful,sucessfull
1928,successfully,succesfully
1929,successfully,succesfuly
1930,successfully,sucesfully
1931,successfully,sucesfuly
1932,successfully,sucessfully
1933,successfully,sucessfuly
1934,succession,succesion
1935,succession,sucesion
1936,succession,sucession
1937,successive,succesive
1938,successive,sucessive
1939,sufficient,sufficent
1940,sufficiently,sufficently
1941,suffrage,sufferage
1942,summary,sumary
1943,superintendent,superintendant
1944,supersede,supercede
1945,superseded,superceded
1946,supplanted,surplanted
1947,support,wupport
1948,suppose,supose
1949,supposed,suposed
1950,supposedly,suposedly
1951,supposes,suposes
1952,supposing,suposing
1953,suppress,supress
1954,suppressed,supressed
1955,suppressed,surpressed
1956,suppresses,supresses
1957,suppressing,supressing
1958,surly,surley
1959,surprise,suprise
1960,surprise,suprize
1961,surprise,surprize
1962,surprised,suprised
1963,surprised,suprized
1964,surprised,surprized
1965,surprising,suprising
1966,surprising,suprizing
1967,surprising,surprizing
1968,surprisingly,suprisingly
1969,surprisingly,suprizingly
1970,surprisingly,surprizingly
1971,surrounded,surrended
1972,surreptitious,surrepetitious
1973,surreptitious,surreptious
1974,surreptitiously,surrepetitiously
1975,surreptitiously,surreptiously
1976,surround,suround
1977,surrounded,surounded
1978,surrounding,surounding
1979,surroundings,suroundings
1980,surrounds,surounds
1981,surveyor,surveyer
1982,survivors,survivers
1983,susceptible,suseptible
1984,swear,swaer
1985,swears,swaers
1986,swimming,swiming
1987,symmetric,symmetral
1988,symmetrical,symetrical
1989,symmetrically,symetrically
1990,symmetrically,symmetricaly
1991,symmetry,symetry
1992,synonymous,synonomous
1993,syphilis,syphyllis
1994,syrup,syrap
1995,take,tkae
1996,takes,tkaes
1997,taking,tkaing
1998,talked,talekd
1999,talking,tlaking
2000,targeted,targetted
2001,targeting,targetting
2002,taste,tast
2003,tattoos,tattooes
2004,taught,teached
2005,taxonomic,taxanomic
2006,taxonomy,taxanomy
2007,technician,techician
2008,technicians,techicians
2009,temperament,temperment
2010,temperate,temparate
2011,temperature,temperture
2012,tendencies,tendancies
2013,tendency,tendancy
2014,tennis_player,tennisplayer
2015,tentacle,tenacle
2016,tentacles,tenacles
2017,terrestrial,terrestial
2018,territories,terriories
2019,territory,terriory
2020,terrorist,territorist
2021,than,tahn
2022,than,thna
2023,that,taht
2024,that,tath
2025,that,thgat
2026,that,thta
2027,that,tyhat
2028,the,tghe
2029,there,ther
2030,the,thge
2031,the,tje
2032,the,tjhe
2033,theatre,theather
2034,their,theri
2035,their,thier
2036,themselves,themselfs
2037,then,thne
2038,theologian,theologist
2039,these,theese
2040,they,tehy
2041,they,tyhe
2042,thinking,thikning
2043,thief,theif
2044,thieves,theives
2045,thing,thign
2046,thing,thnig
2047,things,thigns
2048,things,thigsn
2049,things,thnigs
2050,think,thikn
2051,think,thiunk
2052,think,tihkn
2053,thinks,thikns
2054,third,thrid
2055,this,thsi
2056,this,tihs
2057,thoroughly,throughly
2058,those,thsoe
2059,three,threee
2060,threshold,threshhold
2061,throughout,throught
2062,through,thru
2063,time,timne
2064,tome,tiome
2065,tobacco,tobbaco
2066,today,todya
2067,today's,todays
2068,tolerance,tolerence
2069,tomatoes,tomatos
2070,tomorrow,tommorow
2071,tomorrow,tommorrow
2072,tonight,tongiht
2073,touch,tourch
2074,tornadoes,tornados
2075,toroidal,toriodal
2076,toward,towrad
2077,town,twon
2078,traditionally,traditionaly
2079,traffic,trafic
2080,trafficked,trafficed
2081,transcendence,transcendance
2082,transcendent,trancendent
2083,transcendent,transcendant
2084,transcendental,transcendentational
2085,transcending,trancending
2086,transcending,transending
2087,transcription,transcripting
2088,transferred,transfered
2089,transferring,transfering
2090,translator,translater
2091,translators,translaters
2092,transmissible,transmissable
2093,tremolo,tremelo
2094,trilogy,triology
2095,troupes,troups
2096,truly,truely
2097,turnkey,turnk
2098,tyranny,tyrany
2099,tyranny,tyrrany
2100,ubiquitous,ubiquitious
2101,uncertainty,uncertainity
2102,unconscious,unconcious
2103,unconsciousness,unconciousness
2104,unconventional,unconvential
2105,undecidable,undecideable
2106,unfortunately,unforetunately
2107,unfortunately,unfortunatly
2108,unilateral,unilatreal
2109,unilaterally,unilatreally
2110,universities,univeristies
2111,universities,univesities
2112,university,univeristy
2113,university,univesity
2114,unnecessarily,unneccesarily
2115,unnecessarily,unneccessarily
2116,unnecessarily,unnecesarily
2117,unnecessary,unecessary
2118,unnecessary,unneccessary
2119,unnecessary,unnecesary
2120,unpleasant,unplesant
2121,unrepentant,unrepentent
2122,used,unsed
2123,unsubstantiated,unsubstanciated
2124,unsuccessful,unsuccessfull
2125,unsuccessful,unsucesful
2126,unsuccessful,unsucessfull
2127,unsuccessfully,unsucesfuly
2128,unsuccessfully,unsucessfully
2129,unsurprised,unsuprised
2130,unsurprised,unsuprized
2131,unsurprised,unsurprized
2132,unsurprising,unsuprising
2133,unsurprising,unsuprizing
2134,unsurprising,unsurprizing
2135,until,untill
2136,unusable,unuseable
2137,unwieldy,unweildly
2138,unwieldy,unwieldly
2139,usable,useable
2140,use,useage
2141,use,uise
2142,useful,usefull
2143,usefully,usefuly
2144,using,useing
2145,usually,usally
2146,usually,usualy
2147,vacuum,vaccum
2148,vacuum,vaccume
2149,valuable,valuble
2150,valuable,valueable
2151,varieties,varities
2152,variety,varity
2153,vegetable,vegitable
2154,vegetables,vegitables
2155,vengeance,vengance
2156,venomous,venemous
2157,verification,verfication
2158,very,veyr
2159,very,vrey
2160,very,vyer
2161,very,vyre
2162,vicinity,vacinity
2163,vigour,vigeur
2164,vigorous,vigourous
2165,vilify,villify
2166,villain,villian
2167,villi,villin
2168,visible,visable
2169,visibly,visably
2170,visiting,visting
2171,volcano,volcanoe
2172,volcanoes,volcanos
2173,voluntary,volontary
2174,volunteer,volonteer
2175,volunteer,volounteer
2176,volunteered,volonteered
2177,volunteered,volounteered
2178,volunteering,volonteering
2179,volunteering,volounteering
2180,volunteers,volonteers
2181,volunteers,volounteers
2182,want,watn
2183,want,wnat
2184,want_to,wanna
2185,wanted,wnated
2186,wants,wnats
2187,warrant,warrent
2188,was,wass
2189,was,ws
2190,wasn't,wasnt
2191,weaponry,weaponary
2192,whether,wether
2193,weird,wierd
2194,what,waht
2195,what,whta
2196,when,wehn
2197,wherever,whereever
2198,which,hwihc
2199,which,whcih
2200,which,whic
2201,which,whihc
2202,witch,wich
2203,while,hwile
2204,whole,hwole
2205,whole,wohle
2206,wild,weild
2207,wielded,weilded
2208,wife,wief
2209,will,iwll
2210,will,wiull
2211,wintry,wintery
2212,with,iwth
2213,with,wiht
2214,with,witht
2215,with,wtih
2216,withdrawal,withdrawl
2217,within,withing
2218,women's,womens
2219,wont,wont
2220,work,owrk
2221,work,wokr
2222,work,wrok
2223,working,wokring
2224,working,wroking
2225,worsened,worstened
2226,would,owudl
2227,would,woudl
2228,write,rwite
2229,write,wriet
2230,writing,wirting
2231,written,writen
2232,wrote,wroet
2233,year,eyar
2234,year,yera
2235,years,eyasr
2236,years,yeasr
2237,years,yeras
2238,years,yersa
